angle_1,angle_2,angle_3,posture_type
0.2009578213018799,0.76978296924094,0.79486429524303,left-c-scoliotic-posture
0.3854204938507942,1.0183714724065192,0.6770378896064893,left-c-scoliotic-posture
179.97710516039078,0.6350903221591194,0.3864755380666765,left-c-scoliotic-posture
2.476075006394347,179.8280142535655,2.1888657317422866,left-c-scoliotic-posture
0.43856485549122964,0.06965734183085086,179.98282701480295,left-c-scoliotic-posture
0.4802177771146699,0.30021065791756396,1.33049466017795,left-c-scoliotic-posture
0.696709694435245,0.58804376037867,1.6071599320994663,left-c-scoliotic-posture
0.9237351031972311,1.9264224885437138,4.466680188187537,left-c-scoliotic-posture
1.5997214697827584,1.5869132562545778,1.976383569560325,left-c-scoliotic-posture
2.1308944132466716,179.65227827313788,0.6565213299558895,left-c-scoliotic-posture
1.414246701702373,1.7810205698412096,0.6293086546438336,left-c-scoliotic-posture
0.803788264737636,179.98976649689757,0.5943196817946034,left-c-scoliotic-posture
0.5543632932957756,2.7817853978008413,5.388956220014146,left-c-scoliotic-posture
1.1572375113911784,178.75065707807858,0.3345741736812076,left-c-scoliotic-posture
1.381120450451494,0.8519314212421256,1.031228094378338,left-c-scoliotic-posture
2.0645675764576366,0.1389998172671092,0.24117428839859464,left-c-scoliotic-posture
0.38290830241845913,0.3348121023804088,1.8704242465374772,left-c-scoliotic-posture
1.1417922637654196,0.36531079946167194,1.623694205056482,left-c-scoliotic-posture
0.8281464128842942,0.40610471302424356,2.329057915776047,left-c-scoliotic-posture
0.8631721298540381,0.42340616573807643,0.49125968769228323,left-c-scoliotic-posture
0.4481685204681386,1.184283431660662,0.872857021618081,left-c-scoliotic-posture
0.6952684273216226,179.99124808383684,3.3903647836530837,left-c-scoliotic-posture
0.4673142248447493,0.6511108830965696,0.3221975360087487,left-c-scoliotic-posture
1.2356493381541522,1.6826981758163224,0.9098983635858809,left-c-scoliotic-posture
1.1952054511029853,0.9229932794382901,0.5975281451452058,left-c-scoliotic-posture
1.8118185750056648,179.8139386823083,0.5752441530258255,left-c-scoliotic-posture
0.2614547523391927,2.7125323295479595,1.7641269556767,left-c-scoliotic-posture
1.9721779676062474,3.1326363550458556,179.58937440453522,left-c-scoliotic-posture
1.22935702970665,0.6685142956183,0.271655495793323,left-c-scoliotic-posture
1.2985008291541555,0.30622519977235885,0.037945767825125376,left-c-scoliotic-posture
1.4131561554416883,0.5210052895459316,179.63579708816693,left-c-scoliotic-posture
0.9390839884447564,0.03172397024521223,179.85649926603235,left-c-scoliotic-posture
1.3924619851750066,0.9531808370369552,0.3564167278000217,left-c-scoliotic-posture
1.0139648137444222,0.19717100579427718,0.7115582853751126,left-c-scoliotic-posture
1.6468759446242207,1.7247225930694043,1.4497636654572488,left-c-scoliotic-posture
1.5118079375717917,179.9545870728799,1.2229728728821716,left-c-scoliotic-posture
0.6178827979907192,0.7258517084410832,0.4218097058192,left-c-scoliotic-posture
2.3427749739331674,1.4170471153615458,2.11182987309796,left-c-scoliotic-posture
1.9288573564151361,1.7296066500989642,1.5739243407911196,left-c-scoliotic-posture
1.551520543503273,179.55582553859683,1.0566953873907914,left-c-scoliotic-posture
0.7051458722105408,0.8815532211434124,1.548200308052355,left-c-scoliotic-posture
2.637436947024573,1.43184584256042,1.8200126213957684,left-c-scoliotic-posture
1.2187597003850024,0.15405032572290608,179.83517811865775,left-c-scoliotic-posture
1.12989362281558,0.6009268107859804,0.48683324742574435,left-c-scoliotic-posture
1.474056225912333,1.022615072389383,0.5951252791248274,left-c-scoliotic-posture
0.9543711191054088,178.822456009629,178.5273020635774,s-scoliotic-posture
1.8768168942340464,179.5642562685257,177.7544825364079,s-scoliotic-posture
1.969379490049932,177.19139191625965,178.8996167108929,s-scoliotic-posture
1.5299137109250915,179.94741445380333,177.4140089439787,s-scoliotic-posture
0.91416928341904,178.15230566102304,174.44382829009135,s-scoliotic-posture
177.96433114974786,1.1309928876298725,4.30601365902552,s-scoliotic-posture
0.67987168180994096,179.6097273775551,179.30593251373784,s-scoliotic-posture
0.63283093434252575,179.25022957269886,178.86878990999566,s-scoliotic-posture
0.7408350738578803,179.3518028600235,179.58788760911423,s-scoliotic-posture
2.5875914038770125,178.5648019581186,178.65025534074036,s-scoliotic-posture
0.9335949413228142,178.7205898266198,176.96372678155598,s-scoliotic-posture
179.0625140624031,0.8869993968118936,0.48809435797115,s-scoliotic-posture
1.4902121637784935,179.93662328148616,176.8571243486652,s-scoliotic-posture
179.3459517241097,1.27860240286486,0.831348453651861,s-scoliotic-posture
2.2787883286775177,177.27397196577218,178.2045078822298,s-scoliotic-posture
0.6075505892895483,177.57505357684965,178.77734594916393,s-scoliotic-posture
179.33166064905103,0.27638664388135326,1.3443296320197866,s-scoliotic-posture
178.0121099038199,4.534593690990279,1.8679916006089603,s-scoliotic-posture
178.08349920464272,1.00922227531197,0.05695084303692,s-scoliotic-posture
179.91628287901545,178.32649041696166,3.6359881878427913,s-scoliotic-posture
1.0361061063226733,179.1357960949377,179.07900508541792,s-scoliotic-posture
1.2787900469187252,177.27746806126333,178.85513099231477,s-scoliotic-posture
2.8712977286727015,176.6320349565921,178.15666661628038,s-scoliotic-posture
0.7946079971015537,178.26787119065122,0.0910436065916037,s-scoliotic-posture
0.76124920222425096,178.2457855359914,177.19542250637622,s-scoliotic-posture
179.48469937228951,0.9830582514014,1.096890234958557,s-scoliotic-posture
178.85576242675702,0.904198544099143805,0.5129051449368378,s-scoliotic-posture
0.6967762592664976,176.93489913602076,179.41053535204236,s-scoliotic-posture
179.65296599594555,1.1085270898862618,0.3937042312164,s-scoliotic-posture
179.0570526766642,1.70922622225936,1.0362237905238577,s-scoliotic-posture
1.100942573118946,179.2711545462658,178.38687663927684,s-scoliotic-posture
179.22853387268527,0.8335623497061965,0.87396412187607,s-scoliotic-posture
0.6712135190439453,179.4498548525579,178.02729928936358,s-scoliotic-posture
0.80493926594317114,179.0618966040398,179.705107040047,s-scoliotic-posture
177.10985524077353,0.3842078641503785,4.81695114784647,s-scoliotic-posture
178.94283374720646,1.3950235485520925,1.29926557022432,s-scoliotic-posture
0.9992411653123281,179.04209806923336,179.58256915943187,s-scoliotic-posture
177.7645464907322,1.166295552766463,2.5824202653716313,s-scoliotic-posture
178.7416427923263,0.74060563077156513,1.2559630816789762,s-scoliotic-posture
0.7038946754826805,178.98820306657421,178.84374865281288,s-scoliotic-posture
179.07940172291816,0.81235372865725386,1.2434892575574814,s-scoliotic-posture
1.3967863705975674,178.9204985313167,179.4457749696762,s-scoliotic-posture
178.5467467566773,0.9850425250268,1.2611158700660245,s-scoliotic-posture
1.0799747655460437,178.61426183819114,179.0643681287206,s-scoliotic-posture
178.6052828991742,1.52015382655146174,0.7836837527945126,s-scoliotic-posture
178.0867621672376,1.0650699734258,1.0075946441153,s-scoliotic-posture
179.0456288808946,1.177543990371,1.4726979364226,s-scoliotic-posture
178.123183105766,1.4357437314743,1.2455174635921,s-scoliotic-posture
179.3671690656575,0.74977042730114,1.13121009000434,s-scoliotic-posture
178.9638938936773,0.6342039050623,0.62099491458208,s-scoliotic-posture
